face_id,solid_index,surface_type,area,center_x,center_y,center_z,normal_x,normal_y,normal_z
74,19,6,0.094753,-0.065967,20.870553,2.795051,-0.222575,-0.109087,0.968793
75,20,6,0.052275,0.044606,3.919255,2.815659,0.069366,-0.327534,-0.942290
76,20,6,0.051399,-0.044091,3.919255,2.815939,-0.069366,0.327534,-0.942290
77,21,6,0.095805,0.066195,3.919070,2.744018,0.222575,-0.109087,-0.968793
78,21,6,0.095805,-0.066195,3.919070,2.744018,-0.222575,0.109087,-0.968793
79,22,0,0.238896,0.000000,24.527813,-7.021837,-1.000000,0.000000,0.000000
80,22,0,0.006404,0.007267,24.676494,-6.685884,0.000000,0.078702,0.996898
81,22,0,0.238896,0.014534,24.527813,-7.021837,1.000000,0.000000,0.000000
82,22,0,0.012794,0.007267,24.352842,-7.096229,0.000000,-0.971668,0.236352
83,22,0,0.001680,0.007267,24.306606,-7.523913,0.000000,0.000000,-1.000000
84,22,0,0.014213,0.007267,24.630258,-7.113568,0.000000,0.839253,-0.543741
85,23,6,10.228722,-12.215562,4.239749,-6.223924,-0.820995,-0.231592,0.521855
86,23,0,7.076406,-11.461698,5.471126,-6.223924,0.000000,1.000000,0.000000
87,23,0,0.363808,-11.466613,2.725639,-6.226450,0.000000,-1.000000,0.000000
88,23,6,8.012239,-12.134113,4.048773,-6.223352,0.820995,0.231592,-0.521855
89,23,0,5.606605,-11.460586,5.129599,-6.223352,0.000000,-1.000000,0.000000
90,23,6,10.228722,-10.707833,4.239749,-6.223924,0.820995,-0.231592,-0.521855
91,23,6,8.012239,-10.787059,4.048773,-6.223352,-0.820995,0.231592,0.521855
92,24,6,0.632821,-11.645930,2.669517,-6.222251,-0.820995,-0.231592,0.521855
93,24,0,0.437797,-11.458421,2.975799,-6.222251,0.000000,1.000000,0.000000
94,24,0,0.122028,-11.458421,2.292911,-6.222251,0.000000,-1.000000,0.000000
95,24,6,0.632821,-11.270912,2.669517,-6.222251,0.820995,-0.231592,-0.521855
96,25,6,16.350612,-11.744926,5.702577,-3.893252,-0.916887,0.191175,0.350386
97,25,0,7.830844,-11.302634,7.485172,-4.577320,-0.000000,0.009061,-0.999959
98,25,0,2.445553,-11.302664,0.714224,-4.373235,0.000000,-0.161357,-0.986896
99,25,0,3.152802,-11.302634,3.506849,-4.601901,0.000000,0.000000,-1.000000
100,25,6,15.575654,-10.864993,5.564506,-3.863025,0.916887,0.191175,0.350386
101,26,6,2.539362,-11.205788,5.307273,-8.007781,0.111159,0.049523,-0.992568
102,26,6,2.495581,-11.697706,5.294388,-8.008179,-0.060090,0.224272,0.972672
103,27,6,1.426049,-11.461776,11.157732,-5.916242,0.978047,-0.071846,-0.195609
104,27,6,1.828184,-11.461776,11.714595,-5.916242,0.976230,0.066568,0.206263
105,28,6,0.057956,-3.429169,-30.377129,-1.348075,-0.985546,-0.168561,-0.016937
106,28,6,0.016126,-3.435850,-30.121306,-1.295248,0.000000,0.079558,0.996830
107,28,6,0.093853,-3.383769,-30.423184,-1.355589,0.000000,0.010984,0.999940
108,28,6,0.002524,-3.415407,-30.243961,-1.294995,0.000000,-0.494954,0.868919
109,28,6,0.058028,-3.354673,-30.377297,-1.348102,0.985546,0.168561,0.016937
110,29,6,0.062719,-3.514431,-29.860820,-1.215257,-0.987162,-0.158700,0.018061
111,29,6,0.016126,-3.435850,-30.121306,-1.295248,0.000000,-0.079558,-0.996830
112,29,6,0.090664,-3.484907,-29.810303,-1.201558,0.000000,0.243160,-0.969986
113,29,6,0.008040,-3.461095,-29.967422,-1.275508,0.000000,0.524748,-0.851258
114,29,6,0.062718,-3.439962,-29.860859,-1.215388,0.987162,0.158700,-0.018061
115,30,6,0.062718,3.514429,-29.860859,-1.215388,0.987162,-0.158700,0.018061
116,30,6,0.016126,3.435850,-30.121306,-1.295248,0.000000,-0.079558,-0.996830
117,30,6,0.090664,3.484907,-29.810303,-1.201558,0.000000,0.243160,-0.969986
118,30,6,0.008040,3.461095,-29.967422,-1.275508,0.000000,0.524748,-0.851258
119,30,6,0.062719,3.439964,-29.860820,-1.215257,-0.987162,0.158700,-0.018061
120,31,6,0.058028,3.429140,-30.377297,-1.348102,0.985546,-0.168561,-0.016937
121,31,6,0.016126,3.435850,-30.121306,-1.295248,0.000000,0.079558,0.996830
122,31,6,0.093853,3.383769,-30.423184,-1.355589,0.000000,0.010984,0.999940
123,31,6,0.002524,3.415407,-30.243961,-1.294995,0.000000,-0.494954,0.868919
124,31,6,0.057956,3.354702,-30.377129,-1.348075,-0.985546,0.168561,0.016937
125,32,6,0.126934,3.508269,33.631033,-0.532901,0.937839,0.147642,0.314103
126,32,6,0.103715,3.364056,34.015063,-0.451065,0.000000,-0.132132,-0.991232
127,32,6,0.150624,3.520580,33.350615,-0.603696,0.000000,-0.181973,0.983303
128,32,6,0.034266,3.439530,33.613968,-0.480994,0.000000,-0.494954,0.868919
129,32,6,0.126912,3.398030,33.630894,-0.532965,-0.937839,-0.147642,-0.314103
130,33,6,0.051399,0.044407,0.720755,-7.326745,0.202020,0.254501,0.945736
131,33,6,0.052275,-0.044290,0.720755,-7.326465,-0.202020,-0.254501,0.945736
