face_id,solid_index,surface_type,area,center_x,center_y,center_z,normal_x,normal_y,normal_z
692,31,1,0.003067,-2.457512,8.460051,0.826519,0.662709,0.675232,-0.323850
693,31,1,0.002980,-2.457507,8.442619,0.830184,0.662709,-0.734488,0.146099
694,31,0,0.000495,-2.451407,8.468700,0.880613,1.000000,0.000000,0.000000
695,31,0,0.025401,-2.558907,8.453946,0.803249,0.000000,0.901660,-0.432447
696,31,1,0.002980,-2.457507,8.642086,0.256434,0.662709,0.529536,0.529536
697,31,0,0.024664,-2.558907,8.628128,0.276844,0.000000,0.707107,0.707107
698,31,1,0.003067,-2.457512,8.629353,0.243975,0.662709,-0.644410,-0.381514
699,31,0,0.000495,-2.451407,8.669526,0.206731,1.000000,0.000000,0.000000
700,31,0,0.025401,-2.558907,8.613397,0.261979,0.000000,-0.860501,-0.509448
701,31,1,0.002980,-2.457507,8.131767,0.261040,0.662709,0.475083,-0.578890
702,31,1,0.003067,-2.457512,8.120617,0.274933,0.662709,-0.316514,0.678702
703,31,0,0.000495,-2.451407,8.079614,0.238604,1.000000,0.000000,0.000000
704,31,0,0.025401,-2.558907,8.140098,0.289047,0.000000,-0.422651,0.906293
705,31,0,0.024664,-2.558907,8.153447,0.272931,0.000000,0.634393,-0.773010
706,31,0,0.025401,-2.558907,8.160993,0.265617,0.000000,-0.509448,0.860501
707,31,0,0.024664,-2.558907,8.133305,0.297066,0.000000,0.555570,-0.831470
708,31,1,0.003067,-2.457512,8.730875,0.452290,0.662709,-0.256106,-0.703724
709,31,1,0.002980,-2.457507,8.732814,0.469998,0.662709,0.073403,0.745271
710,31,0,0.000495,-2.451407,8.785557,0.448985,1.000000,0.000000,0.000000
711,31,0,0.025401,-2.558907,8.707120,0.456084,0.000000,-0.341986,-0.939705
712,31,0,0.025401,-2.558907,8.070909,0.523916,0.000000,0.341986,0.939705
713,31,1,0.003067,-2.457512,8.047153,0.527710,0.662709,0.256106,0.703724
714,31,1,0.002980,-2.457507,8.045214,0.510002,0.662709,-0.073403,-0.745271
715,31,0,0.000495,-2.451407,7.992472,0.531015,1.000000,0.000000,0.000000
716,31,0,0.024664,-2.558907,8.068952,0.503080,0.000000,-0.098017,-0.995185
717,31,0,0.025401,-2.558907,8.069117,0.492572,0.000000,0.248232,0.968701
718,31,1,0.003067,-2.457512,8.690422,0.324336,0.662709,-0.505914,-0.552149
719,31,1,0.002980,-2.457507,8.698990,0.339954,0.662709,0.353018,0.660451
720,31,0,0.000495,-2.451407,8.739676,0.300356,1.000000,0.000000,0.000000
721,31,0,0.025401,-2.558907,8.669926,0.336932,0.000000,-0.675564,-0.737302
722,31,1,0.003067,-2.457512,8.652311,0.268717,0.662709,-0.603912,-0.442840
723,31,1,0.002980,-2.457507,8.663761,0.282364,0.662709,0.475083,0.578890
724,31,0,0.000495,-2.451407,8.695941,0.235590,1.000000,0.000000,0.000000
725,31,0,0.025401,-2.558907,8.634667,0.285070,0.000000,-0.806423,-0.591339
726,31,1,0.003067,-2.457512,8.045103,0.494021,0.662709,0.185896,0.725438
727,31,1,0.002980,-2.457507,8.044909,0.476208,0.662709,-0.000000,-0.748877
728,31,0,0.000495,-2.451407,7.990361,0.491950,1.000000,0.000000,0.000000
729,31,1,0.003067,-2.457512,8.052496,0.561037,0.662709,0.323850,0.675232
730,31,1,0.002980,-2.457507,8.048830,0.543604,0.662709,-0.146099,-0.734488
